appId,content,stars,at,thumbsUpCount
payflow,Account locked for a security check with no way to speak to anyone. But the exchange rate at confirmation is worse than the one advertised. Please fix this.,1,2025-11-08,2
nimbus,Clean interface and it stays out of the way when I am writing. Happens on both my devices.,5,2025-06-19,1
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-09-17,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-01-16,0
fittrack,Tracking a one hour walk drains forty percent of my battery.,2,2026-05-10,5
fittrack,Pace readings jump around wildly and ruin the whole activity.,2,2025-05-20,0
payflow,Much cheaper than my bank for international payments.,4,2025-01-08,3
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. On top of that tags are useless because search ignores them completely. Nobody seems to be looking at it.",1,2025-06-28,0
payflow,Fees are not shown until after the transfer is authorised.,2,2025-04-01,2
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",2,2025-10-13,10
nimbus,The upgrade screen does not say what the free tier actually loses. Genuinely considering switching.,3,2026-04-04,2
payflow,Had to complain publicly before anyone responded to me. And then verification rejected my passport twice with no reason given.,2,2025-01-22,1
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-10-05,0
nimbus,A long note reverted to an old version and there is no history to restore from. On top of that i was charged for a yearly plan straight after the trial with no reminder.,1,2025-08-19,7
fittrack,"Great app for keeping a streak going, the reminders work well. Very frustrating.",4,2025-07-19,0
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",2,2026-04-12,2
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-09-25,0
nimbus,Love the markdown support and the keyboard shortcuts. Rating will go up when it is fixed.,5,2025-01-11,5
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",2,2025-09-06,0
payflow,Uploaded my documents four times and each time it asks again.,1,2025-12-11,12
payflow,Transfer failed but the money left my account and has not come back.,1,2026-02-07,5
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. But stuck in an endless identity verification loop that never completes. Very frustrating.",2,2026-05-15,22
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",3,2026-05-12,0
payflow,Money disappeared for six days before reappearing with no message.,1,2026-02-27,0
payflow,I compare against another provider before every transfer now. Genuinely considering switching.,2,2026-02-09,1
nimbus,Lost an hour of writing when the app crashed without saving. Also notes i wrote on the train were gone by the time i opened the app at home.,2,2025-04-06,0
nimbus,Notes I wrote on the train were gone by the time I opened the app at home.,1,2026-06-10,8
fittrack,Interface is clear and logging a session takes seconds.,5,2026-03-25,0
nimbus,Notes I wrote on the train were gone by the time I opened the app at home. Nobody seems to be looking at it.,1,2025-05-23,0
nimbus,"Simple, quick and does exactly what I need day to day.",4,2025-09-17,0
fittrack,Workouts on my watch never make it into the phone app.,1,2026-04-07,5
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-03-09,0
payflow,I gave up and opened an account with a competitor instead.,1,2025-11-11,0
fittrack,Background tracking eats power even when I am not exercising.,2,2026-04-23,3
nimbus,"Two devices, two different versions of the same note, no warning which is newer.",1,2026-01-13,0
nimbus,Notes I wrote on the train were gone by the time I opened the app at home.,1,2025-06-16,2
payflow,Money disappeared for six days before reappearing with no message.,2,2025-01-11,23
payflow,I compare against another provider before every transfer now. Also had to complain publicly before anyone responded to me.,2,2025-06-27,1
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",1,2025-12-07,0
nimbus,The sync spinner runs forever and then just stops without an error. On top of that the app closed itself and my unsaved draft was simply gone. Please fix this.,1,2025-05-22,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts.",1,2026-06-05,3
fittrack,There is no way to get my own data out in a usable format.,2,2025-07-22,16
fittrack,Years of training history locked in with no export button anywhere. Please fix this.,2,2026-06-02,10
nimbus,"Cancelled the subscription and was billed again the following month. Also i now write everything in another app first and paste it in, which defeats the point. Rating will go up when it is fixed.",2,2026-06-02,4
fittrack,Heart rate data is missing from half of my recorded sessions.,3,2025-07-28,0
payflow,Support has not replied to my ticket in three weeks.,1,2025-09-26,2
payflow,Uploaded my documents four times and each time it asks again.,1,2025-08-13,4
nimbus,Clean interface and it stays out of the way when I am writing.,4,2025-01-23,3
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-08-08,8
nimbus,No autosave means one crash costs me a whole meeting's notes. Otherwise a decent app.,1,2026-03-17,41
fittrack,"Distance is wrong every single time, so I now carry a separate watch. But i export from the watch app and import here manually, which is ridiculous. Otherwise a decent app.",1,2026-05-11,20
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-03-18,0
payflow,Uploaded my documents four times and each time it asks again.,1,2026-02-28,0
fittrack,Interface is clear and logging a session takes seconds. Otherwise a decent app.,4,2025-05-15,23
fittrack,Years of training history locked in with no export button anywhere. And then the route map shows me running through buildings and across a river.,2,2025-07-25,0
nimbus,The app closed itself and my unsaved draft was simply gone.,1,2025-11-27,2
nimbus,Cancelled the subscription and was billed again the following month. Also finding an old note takes longer than rewriting it.,1,2025-01-19,1
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2025-08-10,22
fittrack,Background tracking eats power even when I am not exercising. Nobody seems to be looking at it.,1,2026-05-01,1
payflow,I compare against another provider before every transfer now. This has been going on for months now.,2,2026-05-19,1
payflow,I compare against another provider before every transfer now.,2,2025-11-27,0
fittrack,Workouts on my watch never make it into the phone app. Genuinely considering switching.,2,2025-08-04,1
fittrack,The watch and the app disagree about how many steps I took today.,1,2026-06-21,5
nimbus,"Best note app I have used, genuinely fast to open.",4,2025-11-06,0
fittrack,"Workouts on my watch never make it into the phone app. But distance is wrong every single time, so i now carry a separate watch.",2,2025-09-14,214
fittrack,I screenshot my stats each month because there is no proper export. Also background tracking eats power even when i am not exercising.,1,2025-08-10,7
fittrack,"Distance is wrong every single time, so I now carry a separate watch. Also heart rate data is missing from half of my recorded sessions.",1,2025-03-25,9
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2026-04-06,0
nimbus,I have taken to copying important notes into a plain text file as a backup. And then the app closed itself and my unsaved draft was simply gone. Happens on both my devices.,1,2025-09-11,8
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2025-07-26,49
payflow,Sent a payment that shows as pending five days later with no explanation.,2,2025-02-19,0
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",1,2025-11-04,0
nimbus,Sync silently fails and I only notice when a note is missing at work. Otherwise a decent app.,1,2025-08-19,17
